"start per day","Measurement station",Compound,"Rel. peak area","Max. peak area",Detections,Matrices
"2022-03-29","rhein_ko_l",Candesartan,"0.128","0.128",1,1
"2022-03-30","rhein_ko_l",Candesartan,"0.137","0.137",1,1
"2022-03-31","rhein_ko_l",Candesartan,"0.153","0.153",1,1
"2022-04-01","rhein_ko_l",Candesartan,"0.108","0.108",1,1
"2022-04-02","rhein_ko_l",Candesartan,"0.106","0.106",1,1
"2022-04-03","rhein_ko_l",Candesartan,"0.107","0.107",1,1
"2022-04-04","rhein_ko_l",Candesartan,"0.106","0.106",1,1
"2022-04-05","rhein_ko_l",Candesartan,"0.106","0.106",1,1
"2022-04-06","rhein_ko_l",Candesartan,"0.105","0.105",1,1
"2022-04-07","rhein_ko_l",Candesartan,"0.108","0.108",1,1
"2022-04-08","rhein_ko_l",Candesartan,"0.118","0.118",1,1
"2022-04-09","rhein_ko_l",Candesartan,"0.116","0.116",1,1
"2022-04-10","rhein_ko_l",Candesartan,"0.106","0.106",1,1
"2022-04-11","rhein_ko_l",Candesartan,"0.076","0.076",1,1
"2022-04-12","rhein_ko_l",Candesartan,"0.056","0.056",1,1
"2022-04-13","rhein_ko_l",Candesartan,"0.054","0.054",1,1
"2022-04-14","rhein_ko_l",Candesartan,"0.053","0.053",1,1
"2022-04-15","rhein_ko_l",Candesartan,"0.055","0.055",1,1
"2022-04-16","rhein_ko_l",Candesartan,"0.047","0.047",1,1
"2022-04-17","rhein_ko_l",Candesartan,"0.052","0.052",1,1
"2022-04-18","rhein_ko_l",Candesartan,"0.067","0.067",1,1
"2022-04-19","rhein_ko_l",Candesartan,"0.052","0.052",1,1
"2022-04-20","rhein_ko_l",Candesartan,"0.058","0.058",1,1
"2022-04-21","rhein_ko_l",Candesartan,"0.058","0.058",1,1
"2022-04-22","rhein_ko_l",Candesartan,"0.055","0.055",1,1
"2022-04-23","rhein_ko_l",Candesartan,"0.059","0.059",1,1
"2022-04-24","rhein_ko_l",Candesartan,"0.06","0.06",1,1
"2022-04-25","rhein_ko_l",Candesartan,"0.064","0.064",1,1
"2022-04-26","rhein_ko_l",Candesartan,"0.068","0.068",1,1
"2022-04-27","rhein_ko_l",Candesartan,"0.079","0.079",1,1
"2022-04-28","rhein_ko_l",Candesartan,"0.075","0.075",1,1
"2022-04-29","rhein_ko_l",Candesartan,"0.071","0.071",1,1
"2022-04-30","rhein_ko_l",Candesartan,"0.066","0.066",1,1
"2022-05-01","rhein_ko_l",Candesartan,"0.106","0.106",1,1
"2022-05-02","rhein_ko_l",Candesartan,"0.123","0.123",1,1
"2022-05-03","rhein_ko_l",Candesartan,"0.113","0.113",1,1
"2022-05-04","rhein_ko_l",Candesartan,"0.108","0.108",1,1
"2022-05-05","rhein_ko_l",Candesartan,"0.112","0.112",1,1
"2022-05-06","rhein_ko_l",Candesartan,"0.117","0.117",1,1
"2022-05-07","rhein_ko_l",Candesartan,"0.121","0.121",1,1
"2022-05-08","rhein_ko_l",Candesartan,"0.105","0.105",1,1
"2022-05-09","rhein_ko_l",Candesartan,"0.124","0.124",1,1
"2022-05-10","rhein_ko_l",Candesartan,"0.101","0.101",1,1
"2022-05-11","rhein_ko_l",Candesartan,"0.104","0.104",1,1
"2022-05-12","rhein_ko_l",Candesartan,"0.107","0.107",1,1
"2022-05-13","rhein_ko_l",Candesartan,"0.097","0.097",1,1
"2022-05-14","rhein_ko_l",Candesartan,"0.102","0.102",1,1
"2022-05-15","rhein_ko_l",Candesartan,"0.098","0.098",1,1
"2022-06-01","rhein_ko_l",Candesartan,"0.097","0.097",1,1
"2022-06-02","rhein_ko_l",Candesartan,"0.075","0.075",1,1
"2022-06-03","rhein_ko_l",Candesartan,"0.096","0.096",1,1
"2022-06-04","rhein_ko_l",Candesartan,"0.081","0.081",1,1
"2022-06-05","rhein_ko_l",Candesartan,"0.1","0.1",1,1
"2022-06-06","rhein_ko_l",Candesartan,"0.099","0.099",1,1
"2022-06-07","rhein_ko_l",Candesartan,"0.123","0.123",1,1
"2022-06-08","rhein_ko_l",Candesartan,"0.11","0.11",1,1
"2022-06-09","rhein_ko_l",Candesartan,"0.109","0.109",1,1
"2022-06-10","rhein_ko_l",Candesartan,"0.096","0.096",1,1
"2022-06-11","rhein_ko_l",Candesartan,"0.094","0.094",1,1
"2022-06-12","rhein_ko_l",Candesartan,"0.083","0.083",1,1
"2022-06-13","rhein_ko_l",Candesartan,"0.087","0.087",1,1
"2022-06-14","rhein_ko_l",Candesartan,"0.085","0.085",1,1
"2022-06-15","rhein_ko_l",Candesartan,"0.09","0.09",1,1
"2022-06-16","rhein_ko_l",Candesartan,"0.089","0.089",1,1
"2022-06-17","rhein_ko_l",Candesartan,"0.092","0.092",1,1
"2022-06-18","rhein_ko_l",Candesartan,"0.084","0.084",1,1
"2022-06-19","rhein_ko_l",Candesartan,"0.087","0.087",1,1
"2022-06-20","rhein_ko_l",Candesartan,"0.085","0.085",1,1
"2022-07-08","rhein_ko_l",Candesartan,"0.075","0.075",1,1
"2022-07-09","rhein_ko_l",Candesartan,"0.063","0.063",1,1
"2022-07-10","rhein_ko_l",Candesartan,"0.06","0.06",1,1
"2022-07-11","rhein_ko_l",Candesartan,"0.065","0.065",1,1
"2022-07-12","rhein_ko_l",Candesartan,"0.065","0.065",1,1
"2022-07-13","rhein_ko_l",Candesartan,"0.069","0.069",1,1
"2022-07-14","rhein_ko_l",Candesartan,"0.074","0.074",1,1
"2022-08-01","rhein_ko_l",Candesartan,"0.129","0.129",1,1
"2022-08-02","rhein_ko_l",Candesartan,"0.121","0.121",1,1
"2022-08-03","rhein_ko_l",Candesartan,"0.118","0.118",1,1
"2022-08-04","rhein_ko_l",Candesartan,"0.136","0.136",1,1
"2022-08-05","rhein_ko_l",Candesartan,"0.127","0.127",1,1
"2022-08-06","rhein_ko_l",Candesartan,"0.131","0.131",1,1
"2022-08-07","rhein_ko_l",Candesartan,"0.123","0.123",1,1
"2022-08-08","rhein_ko_l",Candesartan,"0.13","0.13",1,1
"2022-08-09","rhein_ko_l",Candesartan,"0.116","0.116",1,1
"2022-08-10","rhein_ko_l",Candesartan,"0.12","0.12",1,1
"2022-08-11","rhein_ko_l",Candesartan,"0.116","0.116",1,1
"2022-08-12","rhein_ko_l",Candesartan,"0.138","0.138",1,1
"2022-08-13","rhein_ko_l",Candesartan,"0.131","0.131",1,1
"2022-08-14","rhein_ko_l",Candesartan,"0.128","0.128",1,1
"2022-08-15","rhein_ko_l",Candesartan,"0.139","0.139",1,1
"2022-08-16","rhein_ko_l",Candesartan,"0.135","0.135",1,1
"2022-08-17","rhein_ko_l",Candesartan,"0.134","0.134",1,1
"2022-08-18","rhein_ko_l",Candesartan,"0.128","0.128",1,1
"2022-08-19","rhein_ko_l",Candesartan,"0.151","0.151",1,1
"2022-08-20","rhein_ko_l",Candesartan,"0.144","0.144",1,1
"2022-08-21","rhein_ko_l",Candesartan,"0.154","0.154",1,1
"2022-08-22","rhein_ko_l",Candesartan,"0.158","0.158",1,1
"2022-08-23","rhein_ko_l",Candesartan,"0.108","0.108",1,1
"2022-08-24","rhein_ko_l",Candesartan,"0.096","0.096",1,1
"2022-08-25","rhein_ko_l",Candesartan,"0.104","0.104",1,1
"2022-08-26","rhein_ko_l",Candesartan,"0.102","0.102",1,1
"2022-08-27","rhein_ko_l",Candesartan,"0.11","0.11",1,1
"2022-08-28","rhein_ko_l",Candesartan,"0.119","0.119",1,1
"2022-08-29","rhein_ko_l",Candesartan,"0.159","0.159",1,1
"2022-08-30","rhein_ko_l",Candesartan,"0.127","0.127",1,1
"2022-08-31","rhein_ko_l",Candesartan,"0.132","0.132",1,1
"2022-09-01","rhein_ko_l",Candesartan,"0.079","0.079",1,1
"2022-09-02","rhein_ko_l",Candesartan,"0.087","0.087",1,1
"2022-09-03","rhein_ko_l",Candesartan,"0.104","0.104",1,1
"2022-09-04","rhein_ko_l",Candesartan,"0.1","0.1",1,1
"2022-09-05","rhein_ko_l",Candesartan,"0.085","0.085",1,1
"2022-09-06","rhein_ko_l",Candesartan,"0.101","0.101",1,1
"2022-09-07","rhein_ko_l",Candesartan,"0.097","0.097",1,1
"2022-09-08","rhein_ko_l",Candesartan,"0.101","0.101",1,1
"2022-09-09","rhein_ko_l",Candesartan,"0.105","0.105",1,1
"2022-09-10","rhein_ko_l",Candesartan,"0.12","0.12",1,1
"2022-09-11","rhein_ko_l",Candesartan,"0.11","0.11",1,1
"2022-09-12","rhein_ko_l",Candesartan,"0.1","0.1",1,1
"2022-09-13","rhein_ko_l",Candesartan,"0.098","0.098",1,1
"2022-09-14","rhein_ko_l",Candesartan,"0.096","0.096",1,1
"2022-09-15","rhein_ko_l",Candesartan,"0.114","0.114",1,1
"2022-09-16","rhein_ko_l",Candesartan,"0.138","0.138",1,1
"2022-09-17","rhein_ko_l",Candesartan,"0.131","0.131",1,1
"2022-09-18","rhein_ko_l",Candesartan,"0.106","0.106",1,1
"2022-09-19","rhein_ko_l",Candesartan,"0.083","0.083",1,1
"2022-09-20","rhein_ko_l",Candesartan,"0.095","0.095",1,1
"2022-09-21","rhein_ko_l",Candesartan,"0.087","0.087",1,1
"2022-09-22","rhein_ko_l",Candesartan,"0.099","0.099",1,1
"2022-09-23","rhein_ko_l",Candesartan,"0.09","0.09",1,1
"2022-09-24","rhein_ko_l",Candesartan,"0.08","0.08",1,1
"2022-09-25","rhein_ko_l",Candesartan,"0.08","0.08",1,1
"2022-09-26","rhein_ko_l",Candesartan,"0.085","0.085",1,1
"2022-09-27","rhein_ko_l",Candesartan,"0.101","0.101",1,1
"2022-09-28","rhein_ko_l",Candesartan,"0.1","0.1",1,1
"2022-09-29","rhein_ko_l",Candesartan,"0.105","0.105",1,1
"2022-09-30","rhein_ko_l",Candesartan,"0.103","0.103",1,1
"2022-10-01","rhein_ko_l",Candesartan,"0.086","0.086",1,1
"2022-10-02","rhein_ko_l",Candesartan,"0.089","0.089",1,1
"2022-10-03","rhein_ko_l",Candesartan,"0.102","0.102",1,1
"2022-10-04","rhein_ko_l",Candesartan,"0.112","0.112",1,1
"2022-10-05","rhein_ko_l",Candesartan,"0.112","0.112",1,1
"2022-10-06","rhein_ko_l",Candesartan,"0.107","0.107",1,1
"2022-10-07","rhein_ko_l",Candesartan,"0.165","0.165",1,1
"2022-10-08","rhein_ko_l",Candesartan,"0.161","0.161",1,1
"2022-10-09","rhein_ko_l",Candesartan,"0.158","0.158",1,1
"2022-10-10","rhein_ko_l",Candesartan,"0.14","0.14",1,1
"2022-10-11","rhein_ko_l",Candesartan,"0.141","0.141",1,1
"2022-10-12","rhein_ko_l",Candesartan,"0.144","0.144",1,1
"2022-10-13","rhein_ko_l",Candesartan,"0.164","0.164",1,1
"2022-10-14","rhein_ko_l",Candesartan,"0.177","0.177",1,1
"2022-10-15","rhein_ko_l",Candesartan,"0.178","0.178",1,1
"2022-10-16","rhein_ko_l",Candesartan,"0.13","0.13",1,1
"2022-10-17","rhein_ko_l",Candesartan,"0.109","0.109",1,1
"2022-10-18","rhein_ko_l",Candesartan,"0.155","0.155",1,1
"2022-10-19","rhein_ko_l",Candesartan,"0.146","0.146",1,1
"2022-10-20","rhein_ko_l",Candesartan,"0.138","0.138",1,1
"2022-10-21","rhein_ko_l",Candesartan,"0.124","0.124",1,1
"2022-10-22","rhein_ko_l",Candesartan,"0.181","0.181",1,1
"2022-10-23","rhein_ko_l",Candesartan,"0.178","0.178",1,1
"2022-10-24","rhein_ko_l",Candesartan,"0.144","0.144",1,1
"2022-10-25","rhein_ko_l",Candesartan,"0.124","0.124",1,1
"2022-10-26","rhein_ko_l",Candesartan,"0.127","0.127",1,1
"2022-10-27","rhein_ko_l",Candesartan,"0.122","0.122",1,1
"2022-10-28","rhein_ko_l",Candesartan,"0.11","0.11",1,1
"2022-10-29","rhein_ko_l",Candesartan,"0.129","0.129",1,1
"2022-10-30","rhein_ko_l",Candesartan,"0.11","0.11",1,1
"2022-10-31","rhein_ko_l",Candesartan,"0.124","0.124",1,1
"2022-11-01","rhein_ko_l",Candesartan,"0.115","0.115",1,1
"2022-11-02","rhein_ko_l",Candesartan,"0.122","0.122",1,1
"2022-11-03","rhein_ko_l",Candesartan,"0.134","0.134",1,1
"2022-11-04","rhein_ko_l",Candesartan,"0.136","0.136",1,1
"2022-11-05","rhein_ko_l",Candesartan,"0.136","0.136",1,1
"2022-11-06","rhein_ko_l",Candesartan,"0.149","0.149",1,1
"2022-11-07","rhein_ko_l",Candesartan,"0.163","0.163",1,1
"2022-11-08","rhein_ko_l",Candesartan,"0.147","0.147",1,1
"2022-11-09","rhein_ko_l",Candesartan,"0.158","0.158",1,1
"2022-11-10","rhein_ko_l",Candesartan,"0.141","0.141",1,1
"2022-11-11","rhein_ko_l",Candesartan,"0.156","0.156",1,1
"2022-11-12","rhein_ko_l",Candesartan,"0.181","0.181",1,1
"2022-11-13","rhein_ko_l",Candesartan,"0.176","0.176",1,1
"2022-11-14","rhein_ko_l",Candesartan,"0.179","0.179",1,1
"2022-11-15","rhein_ko_l",Candesartan,"0.18","0.18",1,1
"2022-11-16","rhein_ko_l",Candesartan,"0.189","0.189",1,1
"2022-11-17","rhein_ko_l",Candesartan,"0.19","0.19",1,1
"2022-11-18","rhein_ko_l",Candesartan,"0.186","0.186",1,1
"2022-11-19","rhein_ko_l",Candesartan,"0.17","0.17",1,1
"2022-11-20","rhein_ko_l",Candesartan,"0.19","0.19",1,1
"2022-11-21","rhein_ko_l",Candesartan,"0.188","0.188",1,1
"2022-11-22","rhein_ko_l",Candesartan,"0.185","0.185",1,1
"2022-11-23","rhein_ko_l",Candesartan,"0.177","0.177",1,1
"2022-11-24","rhein_ko_l",Candesartan,"0.163","0.163",1,1
"2022-11-25","rhein_ko_l",Candesartan,"0.162","0.162",1,1
"2022-11-26","rhein_ko_l",Candesartan,"0.15","0.15",1,1
"2022-11-27","rhein_ko_l",Candesartan,"0.15","0.15",1,1
"2022-11-28","rhein_ko_l",Candesartan,"0.133","0.133",1,1
"2022-11-29","rhein_ko_l",Candesartan,"0.139","0.139",1,1
"2022-11-30","rhein_ko_l",Candesartan,"0.144","0.144",1,1
"2023-01-01","rhein_ko_l",Candesartan,"0.099","0.099",1,1
"2023-01-02","rhein_ko_l",Candesartan,"0.069","0.069",1,1
"2023-01-03","rhein_ko_l",Candesartan,"0.08","0.08",1,1
"2023-01-04","rhein_ko_l",Candesartan,"0.077","0.077",1,1
"2023-01-05","rhein_ko_l",Candesartan,"0.092","0.092",1,1
"2023-01-06","rhein_ko_l",Candesartan,"0.087","0.087",1,1
"2023-01-07","rhein_ko_l",Candesartan,"0.092","0.092",1,1
"2023-01-08","rhein_ko_l",Candesartan,"0.084","0.084",1,1
"2023-01-09","rhein_ko_l",Candesartan,"0.105","0.105",1,1
"2023-01-13","rhein_ko_l",Candesartan,"0.095","0.095",1,1
"2023-01-14","rhein_ko_l",Candesartan,"0.101","0.101",1,1
"2023-01-15","rhein_ko_l",Candesartan,"0.1","0.1",1,1
"2023-01-16","rhein_ko_l",Candesartan,"0.09","0.09",1,1
"2023-01-17","rhein_ko_l",Candesartan,"0.102","0.102",1,1
"2023-01-18","rhein_ko_l",Candesartan,"0.093","0.093",1,1
"2023-01-19","rhein_ko_l",Candesartan,"0.102","0.102",1,1
"2023-01-23","rhein_ko_l",Candesartan,"0.135","0.135",1,1
"2023-01-24","rhein_ko_l",Candesartan,"0.097","0.097",1,1
"2023-01-25","rhein_ko_l",Candesartan,"0.096","0.096",1,1
"2023-01-26","rhein_ko_l",Candesartan,"0.093","0.093",1,1
"2023-01-27","rhein_ko_l",Candesartan,"0.09","0.09",1,1
"2023-01-28","rhein_ko_l",Candesartan,"0.092","0.092",1,1
"2023-01-29","rhein_ko_l",Candesartan,"0.094","0.094",1,1
"2023-01-30","rhein_ko_l",Candesartan,"0.099","0.099",1,1
"2023-01-31","rhein_ko_l",Candesartan,"0.11","0.11",1,1
"2023-02-01","rhein_ko_l",Candesartan,"0.11","0.11",1,1
"2023-02-02","rhein_ko_l",Candesartan,"0.113","0.113",1,1
"2023-02-03","rhein_ko_l",Candesartan,"0.123","0.123",1,1
"2023-02-04","rhein_ko_l",Candesartan,"0.145","0.145",1,1
"2023-02-05","rhein_ko_l",Candesartan,"0.138","0.138",1,1
"2023-02-06","rhein_ko_l",Candesartan,"0.144","0.144",1,1
"2023-02-07","rhein_ko_l",Candesartan,"0.173","0.173",1,1
"2023-02-08","rhein_ko_l",Candesartan,"0.154","0.154",1,1
"2023-02-09","rhein_ko_l",Candesartan,"0.143","0.143",1,1
"2023-02-10","rhein_ko_l",Candesartan,"0.127","0.127",1,1
"2023-02-11","rhein_ko_l",Candesartan,"0.121","0.121",1,1
"2023-02-12","rhein_ko_l",Candesartan,"0.129","0.129",1,1
"2023-02-13","rhein_ko_l",Candesartan,"0.119","0.119",1,1
"2023-02-14","rhein_ko_l",Candesartan,"0.124","0.124",1,1
"2023-02-15","rhein_ko_l",Candesartan,"0.128","0.128",1,1
"2023-02-16","rhein_ko_l",Candesartan,"0.129","0.129",1,1
"2023-02-17","rhein_ko_l",Candesartan,"0.123","0.123",1,1
"2023-02-18","rhein_ko_l",Candesartan,"0.13","0.13",1,1
"2023-02-19","rhein_ko_l",Candesartan,"0.13","0.13",1,1
"2023-02-20","rhein_ko_l",Candesartan,"0.132","0.132",1,1
"2023-02-21","rhein_ko_l",Candesartan,"0.128","0.128",1,1
"2023-02-22","rhein_ko_l",Candesartan,"0.136","0.136",1,1
"2023-02-23","rhein_ko_l",Candesartan,"0.139","0.139",1,1
"2023-02-24","rhein_ko_l",Candesartan,"0.144","0.144",1,1
"2023-02-25","rhein_ko_l",Candesartan,"0.142","0.142",1,1
"2023-02-26","rhein_ko_l",Candesartan,"0.152","0.152",1,1
"2023-02-27","rhein_ko_l",Candesartan,"0.151","0.151",1,1
"2023-02-28","rhein_ko_l",Candesartan,"0.148","0.148",1,1
"2023-03-01","rhein_ko_l",Candesartan,"0.135","0.135",1,1
"2023-03-02","rhein_ko_l",Candesartan,"0.145","0.145",1,1
"2023-03-03","rhein_ko_l",Candesartan,"0.151","0.151",1,1
"2023-03-04","rhein_ko_l",Candesartan,"0.147","0.147",1,1
"2023-03-05","rhein_ko_l",Candesartan,"0.132","0.132",1,1
"2023-03-06","rhein_ko_l",Candesartan,"0.152","0.152",1,1
"2023-03-07","rhein_ko_l",Candesartan,"0.156","0.156",1,1
"2023-03-08","rhein_ko_l",Candesartan,"0.15","0.15",1,1
"2023-03-09","rhein_ko_l",Candesartan,"0.123","0.123",1,1
"2023-03-10","rhein_ko_l",Candesartan,"0.191","0.191",1,1
"2023-03-11","rhein_ko_l",Candesartan,"0.21","0.21",1,1
"2023-03-12","rhein_ko_l",Candesartan,"0.156","0.156",1,1
"2023-03-13","rhein_ko_l",Candesartan,"0.148","0.148",1,1
"2023-03-14","rhein_ko_l",Candesartan,"0.145","0.145",1,1
"2023-03-15","rhein_ko_l",Candesartan,"0.146","0.146",1,1
"2023-03-16","rhein_ko_l",Candesartan,"0.13","0.13",1,1
"2023-03-17","rhein_ko_l",Candesartan,"0.12","0.12",1,1
"2023-03-18","rhein_ko_l",Candesartan,"0.103","0.103",1,1
"2023-03-19","rhein_ko_l",Candesartan,"0.09","0.09",1,1
"2023-03-20","rhein_ko_l",Candesartan,"0.073","0.073",1,1
"2023-03-21","rhein_ko_l",Candesartan,"0.085","0.085",1,1
"2023-03-22","rhein_ko_l",Candesartan,"0.083","0.083",1,1
"2023-03-23","rhein_ko_l",Candesartan,"0.086","0.086",1,1
"2023-03-24","rhein_ko_l",Candesartan,"0.077","0.077",1,1
"2023-03-25","rhein_ko_l",Candesartan,"0.099","0.099",1,1
"2023-03-26","rhein_ko_l",Candesartan,"0.102","0.102",1,1
"2023-03-27","rhein_ko_l",Candesartan,"0.113","0.113",1,1
"2023-03-28","rhein_ko_l",Candesartan,"0.085","0.085",1,1
"2023-03-29","rhein_ko_l",Candesartan,"0.095","0.095",1,1
"2023-03-30","rhein_ko_l",Candesartan,"0.096","0.096",1,1
"2023-03-31","rhein_ko_l",Candesartan,"0.092","0.092",1,1
"2023-04-01","rhein_ko_l",Candesartan,"0.075","0.075",1,1
"2023-04-02","rhein_ko_l",Candesartan,"0.095","0.095",1,1
"2023-04-03","rhein_ko_l",Candesartan,"0.107","0.107",1,1
"2023-04-04","rhein_ko_l",Candesartan,"0.097","0.097",1,1
"2023-04-05","rhein_ko_l",Candesartan,"0.088","0.088",1,1
"2023-04-06","rhein_ko_l",Candesartan,"0.093","0.093",1,1
"2023-04-07","rhein_ko_l",Candesartan,"0.069","0.069",1,1
"2023-04-08","rhein_ko_l",Candesartan,"0.09","0.09",1,1
"2023-04-09","rhein_ko_l",Candesartan,"0.096","0.096",1,1
"2023-04-10","rhein_ko_l",Candesartan,"0.105","0.105",1,1
"2023-04-11","rhein_ko_l",Candesartan,"0.101","0.101",1,1
"2023-04-12","rhein_ko_l",Candesartan,"0.071","0.071",1,1
"2023-04-13","rhein_ko_l",Candesartan,"0.081","0.081",1,1
"2023-04-14","rhein_ko_l",Candesartan,"0.095","0.095",1,1
"2023-04-15","rhein_ko_l",Candesartan,"0.097","0.097",1,1
"2023-04-16","rhein_ko_l",Candesartan,"0.088","0.088",1,1
"2023-04-17","rhein_ko_l",Candesartan,"0.088","0.088",1,1
"2023-04-18","rhein_ko_l",Candesartan,"0.078","0.078",1,1
"2023-04-19","rhein_ko_l",Candesartan,"0.091","0.091",1,1
"2023-04-20","rhein_ko_l",Candesartan,"0.103","0.103",1,1
"2023-04-21","rhein_ko_l",Candesartan,"0.092","0.092",1,1
"2023-04-22","rhein_ko_l",Candesartan,"0.091","0.091",1,1
"2023-04-23","rhein_ko_l",Candesartan,"0.09","0.09",1,1
"2023-04-24","rhein_ko_l",Candesartan,"0.091","0.091",1,1
"2023-04-25","rhein_ko_l",Candesartan,"0.083","0.083",1,1
"2023-04-26","rhein_ko_l",Candesartan,"0.082","0.082",1,1
"2023-04-27","rhein_ko_l",Candesartan,"0.082","0.082",1,1
"2023-04-28","rhein_ko_l",Candesartan,"0.084","0.084",1,1
"2023-04-29","rhein_ko_l",Candesartan,"0.084","0.084",1,1
"2023-04-30","rhein_ko_l",Candesartan,"0.094","0.094",1,1
"2023-05-01","rhein_ko_l",Candesartan,"0.085","0.085",1,1
"2023-05-02","rhein_ko_l",Candesartan,"0.073","0.073",1,1
"2023-05-03","rhein_ko_l",Candesartan,"0.069","0.069",1,1
"2023-05-04","rhein_ko_l",Candesartan,"0.062","0.062",1,1
"2023-05-05","rhein_ko_l",Candesartan,"0.058","0.058",1,1
"2023-05-06","rhein_ko_l",Candesartan,"0.067","0.067",1,1
"2023-05-07","rhein_ko_l",Candesartan,"0.067","0.067",1,1
"2023-05-08","rhein_ko_l",Candesartan,"0.07","0.07",1,1
"2023-05-09","rhein_ko_l",Candesartan,"0.078","0.078",1,1
"2023-05-10","rhein_ko_l",Candesartan,"0.084","0.084",1,1
"2023-05-11","rhein_ko_l",Candesartan,"0.072","0.072",1,1
"2023-05-12","rhein_ko_l",Candesartan,"0.083","0.083",1,1
"2023-05-13","rhein_ko_l",Candesartan,"0.078","0.078",1,1
"2023-05-14","rhein_ko_l",Candesartan,"0.063","0.063",1,1
"2023-05-15","rhein_ko_l",Candesartan,"0.055","0.055",1,1
"2023-05-16","rhein_ko_l",Candesartan,"0.055","0.055",1,1
"2023-05-17","rhein_ko_l",Candesartan,"0.06","0.06",1,1
"2023-05-18","rhein_ko_l",Candesartan,"0.056","0.056",1,1
"2023-05-19","rhein_ko_l",Candesartan,"0.055","0.055",1,1
"2023-05-20","rhein_ko_l",Candesartan,"0.05","0.05",1,1
"2023-05-21","rhein_ko_l",Candesartan,"0.052","0.052",1,1
"2023-05-22","rhein_ko_l",Candesartan,"0.056","0.056",1,1
"2023-05-23","rhein_ko_l",Candesartan,"0.075","0.075",1,1
"2023-05-24","rhein_ko_l",Candesartan,"0.065","0.065",1,1
"2023-05-25","rhein_ko_l",Candesartan,"0.071","0.071",1,1
"2023-05-26","rhein_ko_l",Candesartan,"0.07","0.07",1,1
"2023-05-27","rhein_ko_l",Candesartan,"0.071","0.071",1,1
"2023-05-28","rhein_ko_l",Candesartan,"0.07","0.07",1,1
"2023-05-29","rhein_ko_l",Candesartan,"0.072","0.072",1,1
"2023-05-30","rhein_ko_l",Candesartan,"0.069","0.069",1,1
"2023-05-31","rhein_ko_l",Candesartan,"0.071","0.071",1,1
"2023-06-01","rhein_ko_l",Candesartan,"0.074","0.074",1,1
"2023-06-02","rhein_ko_l",Candesartan,"0.081","0.081",1,1
"2023-06-03","rhein_ko_l",Candesartan,"0.101","0.101",1,1
"2023-06-04","rhein_ko_l",Candesartan,"0.076","0.076",1,1
"2023-06-05","rhein_ko_l",Candesartan,"0.07","0.07",1,1
"2023-06-06","rhein_ko_l",Candesartan,"0.108","0.108",1,1
"2023-06-07","rhein_ko_l",Candesartan,"0.09","0.09",1,1
"2023-06-08","rhein_ko_l",Candesartan,"0.102","0.102",1,1
"2023-06-09","rhein_ko_l",Candesartan,"0.1","0.1",1,1
"2023-06-10","rhein_ko_l",Candesartan,"0.103","0.103",1,1
"2023-06-11","rhein_ko_l",Candesartan,"0.074","0.074",1,1
"2023-06-12","rhein_ko_l",Candesartan,"0.107","0.107",1,1
"2023-06-13","rhein_ko_l",Candesartan,"0.083","0.083",1,1
"2023-06-14","rhein_ko_l",Candesartan,"0.105","0.105",1,1
"2023-06-15","rhein_ko_l",Candesartan,"0.105","0.105",1,1
"2023-06-16","rhein_ko_l",Candesartan,"0.097","0.097",1,1
"2023-06-17","rhein_ko_l",Candesartan,"0.073","0.073",1,1
"2023-06-18","rhein_ko_l",Candesartan,"0.12","0.12",1,1
"2023-06-19","rhein_ko_l",Candesartan,"0.093","0.093",1,1
"2023-06-20","rhein_ko_l",Candesartan,"0.092","0.092",1,1
"2023-06-21","rhein_ko_l",Candesartan,"0.093","0.093",1,1
"2023-06-22","rhein_ko_l",Candesartan,"0.071","0.071",1,1
"2023-06-23","rhein_ko_l",Candesartan,"0.115","0.115",1,1
"2023-06-24","rhein_ko_l",Candesartan,"0.086","0.086",1,1
"2023-06-25","rhein_ko_l",Candesartan,"0.093","0.093",1,1
"2023-06-26","rhein_ko_l",Candesartan,"0.101","0.101",1,1
"2023-06-27","rhein_ko_l",Candesartan,"0.094","0.094",1,1
"2023-06-28","rhein_ko_l",Candesartan,"0.12","0.12",1,1
"2023-06-29","rhein_ko_l",Candesartan,"0.091","0.091",1,1
"2023-06-30","rhein_ko_l",Candesartan,"0.075","0.075",1,1
"2023-07-01","rhein_ko_l",Candesartan,"0.086","0.086",1,1
"2023-07-02","rhein_ko_l",Candesartan,"0.082","0.082",1,1
"2023-07-03","rhein_ko_l",Candesartan,"0.094","0.094",1,1
"2023-07-04","rhein_ko_l",Candesartan,"0.091","0.091",1,1
"2023-07-05","rhein_ko_l",Candesartan,"0.099","0.099",1,1
"2023-07-06","rhein_ko_l",Candesartan,"0.091","0.091",1,1
"2023-07-07","rhein_ko_l",Candesartan,"0.109","0.109",1,1
"2023-07-08","rhein_ko_l",Candesartan,"0.105","0.105",1,1
"2023-07-09","rhein_ko_l",Candesartan,"0.102","0.102",1,1
"2023-07-10","rhein_ko_l",Candesartan,"0.086","0.086",1,1
"2023-07-11","rhein_ko_l",Candesartan,"0.097","0.097",1,1
"2023-07-12","rhein_ko_l",Candesartan,"0.105","0.105",1,1
"2023-07-13","rhein_ko_l",Candesartan,"0.107","0.107",1,1
"2023-07-14","rhein_ko_l",Candesartan,"0.137","0.137",1,1
"2023-07-15","rhein_ko_l",Candesartan,"0.114","0.114",1,1
