"start per day","Measurement station",Compound,"Rel. peak area","Max. peak area",Detections,Matrices
"2023-07-16","rhein_ko_l",Candesartan,"0.098","0.098",1,1
"2023-07-17","rhein_ko_l",Candesartan,"0.109","0.109",1,1
"2023-07-18","rhein_ko_l",Candesartan,"0.132","0.132",1,1
"2023-07-19","rhein_ko_l",Candesartan,"0.115","0.115",1,1
"2023-07-20","rhein_ko_l",Candesartan,"0.105","0.105",1,1
"2023-07-21","rhein_ko_l",Candesartan,"0.123","0.123",1,1
"2023-07-22","rhein_ko_l",Candesartan,"0.118","0.118",1,1
"2023-07-23","rhein_ko_l",Candesartan,"0.114","0.114",1,1
"2023-07-24","rhein_ko_l",Candesartan,"0.119","0.119",1,1
"2023-07-25","rhein_ko_l",Candesartan,"0.109","0.109",1,1
"2023-07-26","rhein_ko_l",Candesartan,"0.138","0.138",1,1
"2023-07-27","rhein_ko_l",Candesartan,"0.167","0.167",1,1
"2023-07-28","rhein_ko_l",Candesartan,"0.15","0.15",1,1
"2023-07-29","rhein_ko_l",Candesartan,"0.128","0.128",1,1
"2023-07-30","rhein_ko_l",Candesartan,"0.128","0.128",1,1
"2023-07-31","rhein_ko_l",Candesartan,"0.139","0.139",1,1
"2023-08-01","rhein_ko_l",Candesartan,"0.12","0.12",1,1
"2023-08-02","rhein_ko_l",Candesartan,"0.126","0.126",1,1
"2023-08-03","rhein_ko_l",Candesartan,"0.122","0.122",1,1
"2023-08-04","rhein_ko_l",Candesartan,"0.137","0.137",1,1
"2023-08-05","rhein_ko_l",Candesartan,"0.11","0.11",1,1
"2023-08-06","rhein_ko_l",Candesartan,"0.124","0.124",1,1
"2023-08-07","rhein_ko_l",Candesartan,"0.117","0.117",1,1
"2023-08-08","rhein_ko_l",Candesartan,"0.116","0.116",1,1
"2023-08-09","rhein_ko_l",Candesartan,"0.107","0.107",1,1
"2023-08-10","rhein_ko_l",Candesartan,"0.1","0.1",1,1
"2023-08-11","rhein_ko_l",Candesartan,"0.104","0.104",1,1
"2023-08-12","rhein_ko_l",Candesartan,"0.101","0.101",1,1
"2023-08-13","rhein_ko_l",Candesartan,"0.086","0.086",1,1
"2023-08-14","rhein_ko_l",Candesartan,"0.102","0.102",1,1
"2023-08-15","rhein_ko_l",Candesartan,"0.105","0.105",1,1
"2023-08-16","rhein_ko_l",Candesartan,"0.112","0.112",1,1
"2023-08-17","rhein_ko_l",Candesartan,"0.091","0.091",1,1
"2023-08-18","rhein_ko_l",Candesartan,"0.118","0.118",1,1
"2023-08-19","rhein_ko_l",Candesartan,"0.117","0.117",1,1
"2023-08-20","rhein_ko_l",Candesartan,"0.095","0.095",1,1
"2023-08-21","rhein_ko_l",Candesartan,"0.084","0.084",1,1
"2023-08-22","rhein_ko_l",Candesartan,"0.092","0.092",1,1
"2023-08-23","rhein_ko_l",Candesartan,"0.089","0.089",1,1
"2023-08-24","rhein_ko_l",Candesartan,"0.091","0.091",1,1
"2023-08-25","rhein_ko_l",Candesartan,"0.08","0.08",1,1
"2023-08-26","rhein_ko_l",Candesartan,"0.103","0.103",1,1
"2023-08-27","rhein_ko_l",Candesartan,"0.133","0.133",1,1
"2023-08-28","rhein_ko_l",Candesartan,"0.135","0.135",1,1
"2023-08-29","rhein_ko_l",Candesartan,"0.088","0.088",1,1
"2023-08-30","rhein_ko_l",Candesartan,"0.096","0.096",1,1
"2023-08-31","rhein_ko_l",Candesartan,"0.08","0.08",1,1
"2023-09-01","rhein_ko_l",Candesartan,"0.087","0.087",1,1
"2023-09-02","rhein_ko_l",Candesartan,"0.084","0.084",1,1
"2023-09-03","rhein_ko_l",Candesartan,"0.1","0.1",1,1
"2023-09-04","rhein_ko_l",Candesartan,"0.095","0.095",1,1
"2023-09-05","rhein_ko_l",Candesartan,"0.073","0.073",1,1
"2023-09-06","rhein_ko_l",Candesartan,"0.08","0.08",1,1
"2023-09-07","rhein_ko_l",Candesartan,"0.08","0.08",1,1
"2023-09-08","rhein_ko_l",Candesartan,"0.087","0.087",1,1
"2023-09-09","rhein_ko_l",Candesartan,"0.084","0.084",1,1
"2023-09-10","rhein_ko_l",Candesartan,"0.09","0.09",1,1
"2023-09-11","rhein_ko_l",Candesartan,"0.098","0.098",1,1
"2023-09-12","rhein_ko_l",Candesartan,"0.14","0.14",1,1
"2023-09-13","rhein_ko_l",Candesartan,"0.12","0.12",1,1
"2023-09-14","rhein_ko_l",Candesartan,"0.142","0.142",1,1
"2023-09-15","rhein_ko_l",Candesartan,"0.125","0.125",1,1
"2023-09-16","rhein_ko_l",Candesartan,"0.123","0.123",1,1
"2023-09-17","rhein_ko_l",Candesartan,"0.128","0.128",1,1
"2023-09-18","rhein_ko_l",Candesartan,"0.128","0.128",1,1
"2023-09-19","rhein_ko_l",Candesartan,"0.124","0.124",1,1
"2023-09-20","rhein_ko_l",Candesartan,"0.166","0.166",1,1
"2023-09-21","rhein_ko_l",Candesartan,"0.134","0.134",1,1
"2023-09-22","rhein_ko_l",Candesartan,"0.151","0.151",1,1
"2023-09-23","rhein_ko_l",Candesartan,"0.123","0.123",1,1
"2023-09-24","rhein_ko_l",Candesartan,"0.162","0.162",1,1
"2023-09-25","rhein_ko_l",Candesartan,"0.135","0.135",1,1
"2023-09-26","rhein_ko_l",Candesartan,"0.123","0.123",1,1
"2023-09-27","rhein_ko_l",Candesartan,"0.095","0.095",1,1
"2023-09-28","rhein_ko_l",Candesartan,"0.11","0.11",1,1
"2023-09-29","rhein_ko_l",Candesartan,"0.119","0.119",1,1
"2023-09-30","rhein_ko_l",Candesartan,"0.121","0.121",1,1
"2023-10-01","rhein_ko_l",Candesartan,"0.129","0.129",1,1
"2023-10-02","rhein_ko_l",Candesartan,"0.128","0.128",1,1
"2023-10-03","rhein_ko_l",Candesartan,"0.136","0.136",1,1
"2023-10-04","rhein_ko_l",Candesartan,"0.144","0.144",1,1
"2023-10-05","rhein_ko_l",Candesartan,"0.161","0.161",1,1
"2023-10-06","rhein_ko_l",Candesartan,"0.158","0.158",1,1
"2023-10-07","rhein_ko_l",Candesartan,"0.162","0.162",1,1
"2023-10-08","rhein_ko_l",Candesartan,"0.153","0.153",1,1
"2023-10-09","rhein_ko_l",Candesartan,"0.152","0.152",1,1
"2023-10-10","rhein_ko_l",Candesartan,"0.154","0.154",1,1
"2023-10-11","rhein_ko_l",Candesartan,"0.168","0.168",1,1
"2023-10-12","rhein_ko_l",Candesartan,"0.168","0.168",1,1
"2023-10-13","rhein_ko_l",Candesartan,"0.172","0.172",1,1
"2023-10-14","rhein_ko_l",Candesartan,"0.176","0.176",1,1
"2023-10-15","rhein_ko_l",Candesartan,"0.188","0.188",1,1
"2023-10-16","rhein_ko_l",Candesartan,"0.196","0.196",1,1
"2023-10-17","rhein_ko_l",Candesartan,"0.213","0.213",1,1
"2023-10-18","rhein_ko_l",Candesartan,"0.184","0.184",1,1
"2023-10-19","rhein_ko_l",Candesartan,"0.2","0.2",1,1
"2023-10-20","rhein_ko_l",Candesartan,"0.207","0.207",1,1
"2023-10-21","rhein_ko_l",Candesartan,"0.241","0.241",1,1
"2023-10-22","rhein_ko_l",Candesartan,"0.264","0.264",1,1
"2023-10-23","rhein_ko_l",Candesartan,"0.228","0.228",1,1
"2023-10-24","rhein_ko_l",Candesartan,"0.194","0.194",1,1
"2023-10-25","rhein_ko_l",Candesartan,"0.206","0.206",1,1
"2023-10-26","rhein_ko_l",Candesartan,"0.226","0.226",1,1
"2023-10-27","rhein_ko_l",Candesartan,"0.257","0.257",1,1
"2023-10-28","rhein_ko_l",Candesartan,"0.224","0.224",1,1
"2023-10-29","rhein_ko_l",Candesartan,"0.219","0.219",1,1
"2023-10-30","rhein_ko_l",Candesartan,"0.181","0.181",1,1
"2023-10-31","rhein_ko_l",Candesartan,"0.197","0.197",1,1
"2023-11-01","rhein_ko_l",Candesartan,"0.091","0.091",1,1
"2023-11-02","rhein_ko_l",Candesartan,"0.089","0.089",1,1
"2023-11-03","rhein_ko_l",Candesartan,"0.074","0.074",1,1
"2023-11-04","rhein_ko_l",Candesartan,"0.075","0.075",1,1
"2023-11-05","rhein_ko_l",Candesartan,"0.073","0.073",1,1
"2023-11-06","rhein_ko_l",Candesartan,"0.063","0.063",1,1
"2023-11-07","rhein_ko_l",Candesartan,"0.068","0.068",1,1
"2023-11-08","rhein_ko_l",Candesartan,"0.063","0.063",1,1
"2023-11-09","rhein_ko_l",Candesartan,"0.061","0.061",1,1
"2023-11-10","rhein_ko_l",Candesartan,"0.063","0.063",1,1
"2023-11-11","rhein_ko_l",Candesartan,"0.06","0.06",1,1
"2023-11-12","rhein_ko_l",Candesartan,"0.065","0.065",1,1
"2023-11-13","rhein_ko_l",Candesartan,"0.067","0.067",1,1
"2023-11-14","rhein_ko_l",Candesartan,"0.064","0.064",1,1
"2023-11-15","rhein_ko_l",Candesartan,"0.072","0.072",1,1
"2023-11-16","rhein_ko_l",Candesartan,"0.067","0.067",1,1
"2023-11-17","rhein_ko_l",Candesartan,"0.052","0.052",1,1
"2023-11-18","rhein_ko_l",Candesartan,"0.045","0.045",1,1
"2023-11-19","rhein_ko_l",Candesartan,"0.046","0.046",1,1
"2023-11-20","rhein_ko_l",Candesartan,"0.033","0.033",1,1
"2023-11-21","rhein_ko_l",Candesartan,"0.031","0.031",1,1
"2023-11-22","rhein_ko_l",Candesartan,"0.031","0.031",1,1
"2023-11-23","rhein_ko_l",Candesartan,"0.028","0.028",1,1
"2023-11-24","rhein_ko_l",Candesartan,"0.027","0.027",1,1
"2023-11-25","rhein_ko_l",Candesartan,"0.03","0.03",1,1
"2023-11-26","rhein_ko_l",Candesartan,"0.03","0.03",1,1
"2023-11-27","rhein_ko_l",Candesartan,"0.031","0.031",1,1
"2023-11-28","rhein_ko_l",Candesartan,"0.038","0.038",1,1
"2023-11-29","rhein_ko_l",Candesartan,"0.042","0.042",1,1
"2023-11-30","rhein_ko_l",Candesartan,"0.043","0.043",1,1
